comm_id;parliament_id;comm_name;comm_maintype;comm_subtype;comm_maintype_abb;comm_subtype_abb;seats;comm_start;comm_end
DE_NT-BT_1998__CO|AVerSErLW;DE_NT-BT_1998;Ausschuss für Verbraucherschutz, Ernährung und Landwirtschaft;CO;NA;AVerSErLW;NA;NC;26oct1998;16oct2002
DE_NT-BT_1949__CO|AfERP;DE_NT-BT_1949;Ausschuss für ERP-Fragen;CO;NA;AfERP;NA;NC;07sep1949;05oct1953
DE_NT-BT_1990__CO|SaEU;DE_NT-BT_1990;"Sonderausschuss ""Europäische Union (Vertrag von Maastricht)""";CO;NA;SaEU;NA;NC;14oct1990;02dec1990
DE_NT-BT_1994__CO|AfAEU;DE_NT-BT_1994;Ausschuss für die Angelegenheiten der Europäischen Union;CO;NA;AfAEU;NA;NC;10nov1994;25oct1998
DE_NT-BT_1998__CO|AfAEU;DE_NT-BT_1998;Ausschuss für die Angelegenheiten der Europäischen Union;CO;NA;AfAEU;NA;NC;26oct1998;16oct2002
DE_NT-BT_1949__CO|AfEVG;DE_NT-BT_1949;Ausschuss zur Mitberatung des EVG-Vertrages und der damit zusammenhängenden Abmachungen;CO;NA;AfEVG;NA;NC;07sep1949;05oct1953
DE_NT-BT_1957__CO|AfFamJug;DE_NT-BT_1957;Ausschuss für Familien- und Jugendfragen;CO;NA;AfFamJug;NA;NC;15oct1957;16oct1961
DE_NT-BT_1961__CO|AfFamJug;DE_NT-BT_1961;Ausschuss für Familien- und Jugendfragen;CO;NA;AfFamJug;NA;NC;17oct1961;18oct1965
DE_NT-BT_1965__CO|AfFamJug;DE_NT-BT_1965;Ausschuss für Familien- und Jugendfragen;CO;NA;AfFamJug;NA;NC;19oct1965;19oct1969
DE_NT-BT_1990__CO|AfFamSe;DE_NT-BT_1990;Ausschuss für Familie und Senioren;CO;NA;AfFamSe;NA;NC;20dec1990;09nov1994
DE_NT-BT_1994__CO|AfFamSeFraJug;DE_NT-BT_1994;Ausschuss für Familie, Senioren, Frauen und Jugend;CO;NA;AfFamSeFraJug;NA;NC;10nov1994;25oct1998
DE_NT-BT_1998__CO|AfFamSeFraJug;DE_NT-BT_1998;Ausschuss für Familie, Senioren, Frauen und Jugend;CO;NA;AfFamSeFraJug;NA;NC;26oct1998;16oct2002
DE_NT-BT_1949__CO|AfFinSt;DE_NT-BT_1949;Ausschuss für Finanz- und Steuerfragen;CO;NA;AfFinSt;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|AfFinSt;DE_NT-BT_1953;Ausschuss für Finanz- und Steuerfragen;CO;NA;AfFinSt;NA;NC;06oct1953;14oct1957
DE_NT-BT_1957__CO|FinanzA;DE_NT-BT_1957;Finanzausschuss;CO;NA;FinanzA;NA;NC;15oct1957;16oct1961
DE_NT-BT_1961__CO|FinanzA;DE_NT-BT_1961;Finanzausschuss;CO;NA;FinanzA;NA;NC;17oct1961;18oct1965
DE_NT-BT_1965__CO|FinanzA;DE_NT-BT_1965;Finanzausschuss;CO;NA;FinanzA;NA;NC;19oct1965;19oct1969
DE_NT-BT_1969__CO|FinanzA;DE_NT-BT_1969;Finanzausschuss;CO;NA;FinanzA;NA;NC;20oct1969;12dec1972
DE_NT-BT_1972__CO|FinanzA;DE_NT-BT_1972;Finanzausschuss;CO;NA;FinanzA;NA;NC;13dec1972;13dec1976
DE_NT-BT_1976__CO|FinanzA;DE_NT-BT_1976;Finanzausschuss;CO;NA;FinanzA;NA;NC;14dec1976;03nov1980
DE_NT-BT_1980__CO|FinanzA;DE_NT-BT_1980;Finanzausschuss;CO;NA;FinanzA;NA;NC;04nov1980;28mar1983
DE_NT-BT_1983__CO|FinanzA;DE_NT-BT_1983;Finanzausschuss;CO;NA;FinanzA;NA;NC;29mar1983;17feb1987
DE_NT-BT_1987__CO|FinanzA;DE_NT-BT_1987;Finanzausschuss;CO;NA;FinanzA;NA;NC;18feb1987;19dec1990
DE_NT-BT_1990__CO|FinanzA;DE_NT-BT_1990;Finanzausschuss;CO;NA;FinanzA;NA;NC;20dec1990;09nov1994
DE_NT-BT_1994__CO|FinanzA;DE_NT-BT_1994;Finanzausschuss;CO;NA;FinanzA;NA;NC;10nov1994;25oct1998
DE_NT-BT_1998__CO|FinanzA;DE_NT-BT_1998;Finanzausschuss;CO;NA;FinanzA;NA;NC;26oct1998;16oct2002
DE_NT-BT_1972__CO|AfFoTe;DE_NT-BT_1972;Ausschuss für Forschung und Technologie;CO;NA;AfFoTe;NA;NC;13dec1972;13dec1976
DE_NT-BT_1976__CO|AfFoTe;DE_NT-BT_1976;Ausschuss für Forschung und Technologie;CO;NA;AfFoTe;NA;NC;14dec1976;03nov1980
DE_NT-BT_1980__CO|AfFoTe;DE_NT-BT_1980;Ausschuss für Forschung und Technologie;CO;NA;AfFoTe;NA;NC;04nov1980;28mar1983
DE_NT-BT_1983__CO|AfFoTe;DE_NT-BT_1983;Ausschuss für Forschung und Technologie;CO;NA;AfFoTe;NA;NC;29mar1983;17feb1987
DE_NT-BT_1987__CO|AfFoTeTef;DE_NT-BT_1987;Ausschuss für Forschung, Technologie und Technikfolgenabschätzung;CO;NA;AfFoTeTef;NA;NC;18feb1987;19dec1990
DE_NT-BT_1990__CO|AfFoTeTef;DE_NT-BT_1990;Ausschuss für Forschung, Technologie und Technikfolgenabschätzung;CO;NA;AfFoTeTef;NA;NC;20dec1990;09nov1994
DE_NT-BT_1990__CO|AfFraJug;DE_NT-BT_1990;Ausschuss für Frauen und Jugend;CO;NA;AfFraJug;NA;NC;20dec1990;09nov1994
DE_NT-BT_1990__CO|AfTou;DE_NT-BT_1990;Ausschuss für Tourismus;CO;NA;AfTou;NA;NC;20dec1990;09nov1994
DE_NT-BT_1994__CO|AfTou;DE_NT-BT_1994;Ausschuss für Tourismus;CO;NA;AfTou;NA;NC;10nov1994;25oct1998
DE_NT-BT_1949__CO|AfOeffFuer;DE_NT-BT_1949;Ausschuss für Fragen der öffentlichen Fürsorge;CO;NA;AfÖffFür;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|AfOeffFuer;DE_NT-BT_1953;Ausschuss für Fragen der öffentlichen Fürsorge;CO;NA;AfÖffFür;NA;NC;06oct1953;14oct1957
DE_NT-BT_1949__CO|AfGeKr;DE_NT-BT_1949;Ausschuss für Geld und Kredit;CO;NA;AfGeKr;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|AfGeKr;DE_NT-BT_1953;Ausschuss für Geld und Kredit;CO;NA;AfGeKr;NA;NC;06oct1953;14oct1957
DE_NT-BT_1949__CO|AfGesDeFr;DE_NT-BT_1949;Ausschuss für gesamtdeutsche Fragen;CO;NA;AfGesDeFr;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|AfGesDeBerFr;DE_NT-BT_1953;Ausschuss für Berlin;CO;NA;AfGesDeBerFr;NA;NC;06oct1953;14oct1957
DE_NT-BT_1957__CO|AfGesDeBerFr;DE_NT-BT_1957;Ausschuss für Berlin;CO;NA;AfGesDeBerFr;NA;NC;15oct1957;16oct1961
DE_NT-BT_1961__CO|AfGesDeBerFr;DE_NT-BT_1961;Ausschuss für Berlin;CO;NA;AfGesDeBerFr;NA;NC;17oct1961;18oct1965
DE_NT-BT_1965__CO|AfGesDeBerFr;DE_NT-BT_1965;Ausschuss für Berlin;CO;NA;AfGesDeBerFr;NA;NC;19oct1965;19oct1969
DE_NT-BT_1949__CO|AfGeOIm;DE_NT-BT_1949;Ausschuss für Geschäftsordnung und Immunität;CO;NA;AfGeOIm;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|AfGeO;DE_NT-BT_1953;Ausschuss für Geschäftsordnung;CO;NA;AfGeO;NA;NC;07sep1949;05oct1953
DE_NT-BT_1949__CO|AfGes;DE_NT-BT_1949;Ausschuss für Gesundheit;CO;NA;AfGes;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|AfGes;DE_NT-BT_1953;Ausschuss für Gesundheit;CO;NA;AfGes;NA;NC;06oct1953;14oct1957
DE_NT-BT_1957__CO|AfGes;DE_NT-BT_1957;Ausschuss für Gesundheit;CO;NA;AfGes;NA;NC;15oct1957;16oct1961
DE_NT-BT_1961__CO|AfGes;DE_NT-BT_1961;Ausschuss für Gesundheit;CO;NA;AfGes;NA;NC;17oct1961;18oct1965
DE_NT-BT_1965__CO|AfGes;DE_NT-BT_1965;Ausschuss für Gesundheit;CO;NA;AfGes;NA;NC;19oct1965;19oct1969
DE_NT-BT_1990__CO|AfGes;DE_NT-BT_1990;Ausschuss für Gesundheit;CO;NA;AfGes;NA;NC;20dec1990;09nov1994
DE_NT-BT_1994__CO|AfGes;DE_NT-BT_1994;Ausschuss für Gesundheit;CO;NA;AfGes;NA;NC;10nov1994;25oct1998
DE_NT-BT_1998__CO|AfGes;DE_NT-BT_1998;Ausschuss für Gesundheit;CO;NA;AfGes;NA;NC;26oct1998;16oct2002
DE_NT-BT_1953__CO|AfReSUr;DE_NT-BT_1953;Ausschuss für gewerblichen Rechtsschutz und Urheberrecht;CO;NA;AfReSUr;NA;NC;06oct1953;14oct1957
DE_NT-BT_1949__CO|AfGrenzF;DE_NT-BT_1949;Ausschuss für Grenzlandfragen;CO;NA;AfGrenzF;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|AfGrenzF;DE_NT-BT_1953;Ausschuss für Grenzlandfragen;CO;NA;AfGrenzF;NA;NC;06oct1953;14oct1957
DE_NT-BT_1949__CO|AgemArt15;DE_NT-BT_1949;Ausschuss gemäss Artikel 15 des Grundgesetzes;CO;NA;AgemArt15;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|AgemArt15;DE_NT-BT_1953;Ausschuss gemäss Artikel 15 des Grundgesetzes;CO;NA;AgemArt15;NA;NC;06oct1953;14oct1957
DE_NT-BT_1949__CO|HaHaA;DE_NT-BT_1949;Haushaltsausschuss;CO;NA;HaHaA;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|HaHaA;DE_NT-BT_1953;Haushaltsausschuss;CO;NA;HaHaA;NA;NC;06oct1953;14oct1957
DE_NT-BT_1957__CO|HaHaA;DE_NT-BT_1957;Haushaltsausschuss;CO;NA;HaHaA;NA;NC;15oct1957;16oct1961
DE_NT-BT_1961__CO|HaHaA;DE_NT-BT_1961;Haushaltsausschuss;CO;NA;HaHaA;NA;NC;17oct1961;18oct1965
DE_NT-BT_1965__CO|HaHaA;DE_NT-BT_1965;Haushaltsausschuss;CO;NA;HaHaA;NA;NC;19oct1965;19oct1969
DE_NT-BT_1969__CO|HaHaA;DE_NT-BT_1969;Haushaltsausschuss;CO;NA;HaHaA;NA;NC;20oct1969;12dec1972
DE_NT-BT_1972__CO|HaHaA;DE_NT-BT_1972;Haushaltsausschuss;CO;NA;HaHaA;NA;NC;13dec1972;13dec1976
DE_NT-BT_1976__CO|HaHaA;DE_NT-BT_1976;Haushaltsausschuss;CO;NA;HaHaA;NA;NC;14dec1976;03nov1980
DE_NT-BT_1980__CO|HaHaA;DE_NT-BT_1980;Haushaltsausschuss;CO;NA;HaHaA;NA;NC;04nov1980;28mar1983
DE_NT-BT_1983__CO|HaHaA;DE_NT-BT_1983;Haushaltsausschuss;CO;NA;HaHaA;NA;NC;29mar1983;17feb1987
DE_NT-BT_1987__CO|HaHaA;DE_NT-BT_1987;Haushaltsausschuss;CO;NA;HaHaA;NA;NC;18feb1987;19dec1990
DE_NT-BT_1990__CO|HaHaA;DE_NT-BT_1990;Haushaltsausschuss;CO;NA;HaHaA;NA;NC;20dec1990;09nov1994
DE_NT-BT_1994__CO|HaHaA;DE_NT-BT_1994;Haushaltsausschuss;CO;NA;HaHaA;NA;NC;10nov1994;25oct1998
DE_NT-BT_1998__CO|HaHaA;DE_NT-BT_1998;Haushaltsausschuss;CO;NA;HaHaA;NA;NC;26oct1998;16oct2002
DE_NT-BT_1949__CO|AfHeiVe;DE_NT-BT_1949;Ausschuss für Heimatvertriebene;CO;NA;AfHeiVe;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|AfHeiVe;DE_NT-BT_1953;Ausschuss für Heimatvertriebene;CO;NA;AfHeiVe;NA;NC;06oct1953;14oct1957
DE_NT-BT_1957__CO|AfHeiVe;DE_NT-BT_1957;Ausschuss für Heimatvertriebene;CO;NA;AfHeiVe;NA;NC;15oct1957;16oct1961
DE_NT-BT_1961__CO|AfHeiVe;DE_NT-BT_1961;Ausschuss für Heimatvertriebene;CO;NA;AfHeiVe;NA;NC;17oct1961;18oct1965
DE_NT-BT_1965__CO|AfHeiVe;DE_NT-BT_1965;Ausschuss für Angelegenheiten der Heimatvertriebenen und Flüchtlinge;CO;NA;AfHeiVe;NA;NC;19oct1965;19oct1969
DE_NT-BT_1949__CO|AfIn;DE_NT-BT_1949;Innenausschuss;CO;NA;AfIn;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|AfIn;DE_NT-BT_1953;Innenausschuss;CO;NA;AfIn;NA;NC;06oct1953;14oct1957
DE_NT-BT_1957__CO|AfIn;DE_NT-BT_1957;Innenausschuss;CO;NA;AfIn;NA;NC;15oct1957;16oct1961
DE_NT-BT_1961__CO|AfIn;DE_NT-BT_1961;Innenausschuss;CO;NA;AfIn;NA;NC;17oct1961;18oct1965
DE_NT-BT_1965__CO|AfIn;DE_NT-BT_1965;Innenausschuss;CO;NA;AfIn;NA;NC;19oct1965;19oct1969
DE_NT-BT_1969__CO|AfIn;DE_NT-BT_1969;Innenausschuss;CO;NA;AfIn;NA;NC;20oct1969;12dec1972
DE_NT-BT_1972__CO|AfIn;DE_NT-BT_1972;Innenausschuss;CO;NA;AfIn;NA;NC;13dec1972;13dec1976
DE_NT-BT_1976__CO|AfIn;DE_NT-BT_1976;Innenausschuss;CO;NA;AfIn;NA;NC;14dec1976;03nov1980
DE_NT-BT_1980__CO|AfIn;DE_NT-BT_1980;Innenausschuss;CO;NA;AfIn;NA;NC;04nov1980;28mar1983
DE_NT-BT_1983__CO|AfIn;DE_NT-BT_1983;Innenausschuss;CO;NA;AfIn;NA;NC;29mar1983;17feb1987
DE_NT-BT_1987__CO|AfIn;DE_NT-BT_1987;Innenausschuss;CO;NA;AfIn;NA;NC;18feb1987;19dec1990
DE_NT-BT_1990__CO|AfIn;DE_NT-BT_1990;Innenausschuss;CO;NA;AfIn;NA;NC;20dec1990;09nov1994
DE_NT-BT_1994__CO|AfIn;DE_NT-BT_1994;Innenausschuss;CO;NA;AfIn;NA;NC;10nov1994;25oct1998
DE_NT-BT_1998__CO|AfIn;DE_NT-BT_1998;Innenausschuss;CO;NA;AfIn;NA;NC;26oct1998;16oct2002
DE_NT-BT_1969__CO|AfInDeBez;DE_NT-BT_1969;Ausschuss für innerdeutsche Beziehungen;CO;NA;AfInDeBez;NA;NC;20oct1969;12dec1972
DE_NT-BT_1972__CO|AfInDeBez;DE_NT-BT_1972;Ausschuss für innerdeutsche Beziehungen;CO;NA;AfInDeBez;NA;NC;13dec1972;13dec1976
DE_NT-BT_1976__CO|AfInDeBez;DE_NT-BT_1976;Ausschuss für innerdeutsche Beziehungen;CO;NA;AfInDeBez;NA;NC;14dec1976;03nov1980
DE_NT-BT_1980__CO|AfInDeBez;DE_NT-BT_1980;Ausschuss für innerdeutsche Beziehungen;CO;NA;AfInDeBez;NA;NC;04nov1980;28mar1983
DE_NT-BT_1983__CO|AfInDeBez;DE_NT-BT_1983;Ausschuss für innerdeutsche Beziehungen;CO;NA;AfInDeBez;NA;NC;29mar1983;17feb1987
DE_NT-BT_1987__CO|AfInDeBez;DE_NT-BT_1987;Ausschuss für innerdeutsche Beziehungen;CO;NA;AfInDeBez;NA;NC;18feb1987;19dec1990
DE_NT-BT_1949__CO|AfInGebNeuO;DE_NT-BT_1949;Ausschuss für innergebietliche Neuordnung;CO;NA;AfInGebNeuO;NA;NC;07sep1949;05oct1953
DE_NT-BT_1949__CO|AfJugFu;DE_NT-BT_1949;Ausschuss für Jugendfürsorge;CO;NA;AfJugFu;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|AfJugFr;DE_NT-BT_1953;Ausschuss für Jugendfragen;CO;NA;AfJugFr;NA;NC;06oct1953;14oct1957
DE_NT-BT_1969__CO|AfJugFamGes;DE_NT-BT_1969;Ausschuss für Jugend, Familie und Gesundheit;CO;NA;AfJugFamGes;NA;NC;20oct1969;12dec1972
DE_NT-BT_1972__CO|AfJugFamGes;DE_NT-BT_1972;Ausschuss für Jugend, Familie und Gesundheit;CO;NA;AfJugFamGes;NA;NC;13dec1972;13dec1976
DE_NT-BT_1976__CO|AfJugFamGes;DE_NT-BT_1976;Ausschuss für Jugend, Familie und Gesundheit;CO;NA;AfJugFamGes;NA;NC;14dec1976;03nov1980
DE_NT-BT_1980__CO|AfJugFamGes;DE_NT-BT_1980;Ausschuss für Jugend, Familie und Gesundheit;CO;NA;AfJugFamGes;NA;NC;04nov1980;28mar1983
DE_NT-BT_1983__CO|AfJugFamFraGes;DE_NT-BT_1983;Ausschuss für Jugend, Familie, Frauen und Gesundheit;CO;NA;AfJugFamFraGes;NA;NC;29mar1983;17feb1987
DE_NT-BT_1987__CO|AfJugFamFraGes;DE_NT-BT_1987;Ausschuss für Jugend, Familie, Frauen und Gesundheit;CO;NA;AfJugFamFraGes;NA;NC;18feb1987;19dec1990
DE_NT-BT_1949__CO|AfKomPol;DE_NT-BT_1949;Ausschuss für Kommunalpolitik;CO;NA;AfKomPol;NA;NC;20mar1952;05oct1953
DE_NT-BT_1953__CO|AfKomPol;DE_NT-BT_1953;Ausschuss für Kommunalpolitik;CO;NA;AfKomPol;NA;NC;06oct1953;14oct1957
DE_NT-BT_1957__CO|AfKomPolOef;DE_NT-BT_1957;Ausschuss für Kommunalpolitik und öffentliche Fürsorge;CO;NA;AfKomPolÖf;NA;NC;15oct1957;16oct1961
DE_NT-BT_1965__CO|AfKomPolRaStBaWoWe;DE_NT-BT_1965;Ausschuss für Kommunalpolitik, Raumordnung, Städtebau und Wohnungswesen;CO;NA;AfKomPolRaStBaWoWe;NA;NC;19oct1965;19oct1969
DE_NT-BT_1949__CO|AfKriOuGe;DE_NT-BT_1949;Ausschuss für Kriegsopfer- und Kriegsgefangenenfragen;CO;NA;AfKriOuGe;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|AfKriOuHeKe;DE_NT-BT_1953;Ausschuss für Kriegsopfer- und Heimkehrerfragen;CO;NA;AfKriOuHeKe;NA;NC;06oct1953;14oct1957
DE_NT-BT_1957__CO|AfKriOuHeKe;DE_NT-BT_1957;Ausschuss für Kriegsopfer- und Heimkehrerfragen;CO;NA;AfKriOuHeKe;NA;NC;15oct1957;16oct1961
DE_NT-BT_1961__CO|AfKriOuHeKe;DE_NT-BT_1961;Ausschuss für Kriegsopfer- und Heimkehrerfragen;CO;NA;AfKriOuHeKe;NA;NC;17oct1961;18oct1965
DE_NT-BT_1965__CO|AfKriVerf;DE_NT-BT_1965;Ausschuss für Kriegs- und Verfolgungsschäden;CO;NA;AfKriVerf;NA;NC;19oct1965;19oct1969
DE_NT-BT_1998__CO|AfKulMed;DE_NT-BT_1998;Ausschuss für Kultur und Medien;CO;NA;AfKulMed;NA;NC;26oct1998;16oct2002
DE_NT-BT_1949__CO|AfKulPol;DE_NT-BT_1949;Ausschuss für Kulturpolitik;CO;NA;AfKulPol;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|AfKulPol;DE_NT-BT_1953;Ausschuss für Kulturpolitik;CO;NA;AfKulPol;NA;NC;06oct1953;14oct1957
DE_NT-BT_1957__CO|AfKulPolPub;DE_NT-BT_1957;Ausschuss für Kulturpolitik und Publizistik;CO;NA;AfKulPolPub;NA;NC;15oct1957;16oct1961
DE_NT-BT_1961__CO|AfKulPolPub;DE_NT-BT_1961;Ausschuss für Kulturpolitik und Publizistik;CO;NA;AfKulPolPub;NA;NC;17oct1961;18oct1965
DE_NT-BT_1949__CO|AfLaAu;DE_NT-BT_1949;Ausschuss für Lastenausgleich;CO;NA;AfLaAu;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|AfLaAu;DE_NT-BT_1953;Ausschuss für Lastenausgleich;CO;NA;AfLaAu;NA;NC;06oct1953;14oct1957
DE_NT-BT_1957__CO|AfLaAu;DE_NT-BT_1957;Ausschuss für Lastenausgleich;CO;NA;AfLaAu;NA;NC;15oct1957;16oct1961
DE_NT-BT_1961__CO|AfLaAu;DE_NT-BT_1961;Ausschuss für Lastenausgleich;CO;NA;AfLaAu;NA;NC;17oct1961;18oct1965
DE_NT-BT_1998__CO|SaFinAusg;DE_NT-BT_1998;Sonderausschuss Massstäbegesetz / Finanzausgleichsgesetz;CO;NA;SaFinAusg;NA;NC;26oct1998;16oct2002
DE_NT-BT_1998__CO|AfMeReHuHi;DE_NT-BT_1998;Ausschuss für Menschenrechte und humanitäre Hilfe;CO;NA;AfMeReHuHi;NA;NC;26oct1998;16oct2002
DE_NT-BT_1953__CO|AfSfMiSta;DE_NT-BT_1953;Ausschuss für Sonderfragen des Mittelstandes;CO;NA;AfSfMiSta;NA;NC;06oct1953;14oct1957
DE_NT-BT_1957__CO|AfMiStaF;DE_NT-BT_1957;Ausschuss für Mittelstandsfragen;CO;NA;AfMiStaF;NA;NC;15oct1957;16oct1961
DE_NT-BT_1961__CO|AfMiStaF;DE_NT-BT_1961;Ausschuss für Mittelstandsfragen;CO;NA;AfMiStaF;NA;NC;17oct1961;18oct1965
DE_NT-BT_1998__CO|AfAngNeLa;DE_NT-BT_1998;Ausschuss für Angelegenheiten der neuen Länder;CO;NA;AfAngNeLa;NA;NC;26oct1998;16oct2002
DE_NT-BT_1949__CO|OrgA;DE_NT-BT_1949;Organisationsausschuss;CO;NA;OrgA;NA;NC;07sep1949;05oct1953
DE_NT-BT_1949__CO|AfPaRe;DE_NT-BT_1949;Ausschuss für Patentrecht und gewerblichen Rechtsschutz;CO;NA;AfPaRe;NA;NC;07sep1949;05oct1953
DE_NT-BT_1949__CO|AfPersG;DE_NT-BT_1949;Ausschuss zur Beratung des Personalvertretungsgesetzes ;CO;NA;AfPersG;NA;NC;16mar1953;05oct1953
DE_NT-BT_1949__CO|PetA;DE_NT-BT_1949;Petitionsausschuss;CO;NA;PetA;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|PetA;DE_NT-BT_1953;Petitionsausschuss;CO;NA;PetA;NA;NC;06oct1953;14oct1957
DE_NT-BT_1957__CO|PetA;DE_NT-BT_1957;Petitionsausschuss;CO;NA;PetA;NA;NC;15oct1957;16oct1961
DE_NT-BT_1961__CO|PetA;DE_NT-BT_1961;Petitionsausschuss;CO;NA;PetA;NA;NC;17oct1961;18oct1965
DE_NT-BT_1965__CO|PetA;DE_NT-BT_1965;Petitionsausschuss;CO;NA;PetA;NA;NC;19oct1965;19oct1969
DE_NT-BT_1969__CO|PetA;DE_NT-BT_1969;Petitionsausschuss;CO;NA;PetA;NA;NC;20oct1969;12dec1972
DE_NT-BT_1972__CO|PetA;DE_NT-BT_1972;Petitionsausschuss;CO;NA;PetA;NA;NC;13dec1972;13dec1976
DE_NT-BT_1976__CO|PetA;DE_NT-BT_1976;Petitionsausschuss;CO;NA;PetA;NA;NC;14dec1976;03nov1980
DE_NT-BT_1980__CO|PetA;DE_NT-BT_1980;Petitionsausschuss;CO;NA;PetA;NA;NC;04nov1980;28mar1983
DE_NT-BT_1983__CO|PetA;DE_NT-BT_1983;Petitionsausschuss;CO;NA;PetA;NA;NC;29mar1983;17feb1987
DE_NT-BT_1987__CO|PetA;DE_NT-BT_1987;Petitionsausschuss;CO;NA;PetA;NA;NC;18feb1987;19dec1990
DE_NT-BT_1990__CO|PetA;DE_NT-BT_1990;Petitionsausschuss;CO;NA;PetA;NA;NC;20dec1990;09nov1994
DE_NT-BT_1994__CO|PetA;DE_NT-BT_1994;Petitionsausschuss;CO;NA;PetA;NA;NC;10nov1994;25oct1998
DE_NT-BT_1998__CO|PetA;DE_NT-BT_1998;Petitionsausschuss;CO;NA;PetA;NA;NC;26oct1998;16oct2002
DE_NT-BT_1949__CO|AfPoTelKo;DE_NT-BT_1949;Ausschuss für Post und Telekommunikation;CO;NA;AfPoTelKo;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|AfPoTelKo;DE_NT-BT_1953;Ausschuss für Post und Telekommunikation;CO;NA;AfPoTelKo;NA;NC;06oct1953;14oct1957
DE_NT-BT_1965__CO|AfPoTelKo;DE_NT-BT_1965;Ausschuss für Post und Telekommunikation;CO;NA;AfPoTelKo;NA;NC;19oct1965;19oct1969
DE_NT-BT_1980__CO|AfPoTelKo;DE_NT-BT_1980;Ausschuss für Post und Telekommunikation;CO;NA;AfPoTelKo;NA;NC;04nov1980;28mar1983
DE_NT-BT_1983__CO|AfPoTelKo;DE_NT-BT_1983;Ausschuss für Post und Telekommunikation;CO;NA;AfPoTelKo;NA;NC;29mar1983;17feb1987
DE_NT-BT_1987__CO|AfPoTelKo;DE_NT-BT_1987;Ausschuss für Post und Telekommunikation;CO;NA;AfPoTelKo;NA;NC;18feb1987;19dec1990
DE_NT-BT_1990__CO|AfPoTelKo;DE_NT-BT_1990;Ausschuss für Post und Telekommunikation;CO;NA;AfPoTelKo;NA;NC;20dec1990;09nov1994
DE_NT-BT_1994__CO|AfPoTelKo;DE_NT-BT_1994;Ausschuss für Post und Telekommunikation;CO;NA;AfPoTelKo;NA;NC;10nov1994;25oct1998
DE_NT-BT_1949__CO|AfPreRuFuFil;DE_NT-BT_1949;Ausschuss für Fragen der Presse, des Rundfunks und des Films;CO;NA;AfPreRuFuFil;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|AfPreRuFuFil;DE_NT-BT_1953;Ausschuss für Fragen der Presse, des Rundfunks und des Films;CO;NA;AfPreRuFuFil;NA;NC;06oct1953;14oct1957
DE_NT-BT_1972__CO|AfRaOBwStB;DE_NT-BT_1972;Ausschuss für Raumordnung, Bauwesen und Städtebau;CO;NA;AfRaOBwStB;NA;NC;13dec1972;13dec1976
DE_NT-BT_1976__CO|AfRaOBwStB;DE_NT-BT_1976;Ausschuss für Raumordnung, Bauwesen und Städtebau;CO;NA;AfRaOBwStB;NA;NC;14dec1976;03nov1980
DE_NT-BT_1980__CO|AfRaOBwStB;DE_NT-BT_1980;Ausschuss für Raumordnung, Bauwesen und Städtebau;CO;NA;AfRaOBwStB;NA;NC;04nov1980;28mar1983
DE_NT-BT_1983__CO|AfRaOBwStB;DE_NT-BT_1983;Ausschuss für Raumordnung, Bauwesen und Städtebau;CO;NA;AfRaOBwStB;NA;NC;29mar1983;17feb1987
DE_NT-BT_1987__CO|AfRaOBwStB;DE_NT-BT_1987;Ausschuss für Raumordnung, Bauwesen und Städtebau;CO;NA;AfRaOBwStB;NA;NC;18feb1987;19dec1990
DE_NT-BT_1990__CO|AfRaOBwStB;DE_NT-BT_1990;Ausschuss für Raumordnung, Bauwesen und Städtebau;CO;NA;AfRaOBwStB;NA;NC;20dec1990;09nov1994
DE_NT-BT_1994__CO|AfRaOBwStB;DE_NT-BT_1994;Ausschuss für Raumordnung, Bauwesen und Städtebau;CO;NA;AfRaOBwStB;NA;NC;10nov1994;25oct1998
DE_NT-BT_1949__CO|ReA;DE_NT-BT_1949;Rechtsausschuss;CO;NA;ReA;NA;NC;07sep1949;05oct1953
DE_NT-BT_1953__CO|ReA;DE_NT-BT_1953;Rechtsausschuss;CO;NA;ReA;NA;NC;06oct1953;14oct1957
DE_NT-BT_1957__CO|ReA;DE_NT-BT_1957;Rechtsausschuss;CO;NA;ReA;NA;NC;15oct1957;16oct1961
DE_NT-BT_1961__CO|ReA;DE_NT-BT_1961;Rechtsausschuss;CO;NA;ReA;NA;NC;17oct1961;18oct1965
